observationID,observationTimestamp,animalCount,animalScientificName,animalVernacularName,animalSex,animalAge,animalBehavior,deploymentStart,deploymentEnd,deploymentCameraHeight,deploymentSamplingPoint,deploymentLatitude,deploymentLongitude
9bbf644e-b024-4bb0-9287-78fa8d4646ad,"""2017-08-01T11:24:52.684Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
2a72f129-3205-4f25-a36b-20c1f96e432e,"""2017-08-01T11:25:11.225Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
ef3c2c5d-ae1e-4c0e-9c23-242eb629a499,"""2017-08-01T11:25:56.839Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
6cc596c0-3564-4e3d-9f14-f45933797972,"""2017-08-01T11:26:20.049Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
64d143f6-247b-4c3a-81bb-28bc6b4fa319,"""2017-08-01T11:25:34.067Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
95c3c31d-6ac2-48a7-b130-80a47548d71d,"""2017-08-01T11:24:13.417Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-12T11:16:05.000Z""","""2017-06-08T15:55:14.000Z""",50,JW_0022,50.977618,5.593175
24d829c8-21ef-4322-a7ab-e1e9e8366ac7,"""2017-08-04T07:28:31.841Z""",1,Sus scrofa,wild boar,Not specified,infant,NA,"""2017-05-12T11:59:17.000Z""","""2017-06-08T10:19:18.000Z""",50,JW_0023,50.968616,5.603966
60d9d451-3ca1-437d-a560-e0e04b280236,"""2017-08-04T07:32:16.798Z""",2,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-12T11:59:17.000Z""","""2017-06-08T10:19:18.000Z""",50,JW_0023,50.968616,5.603966
091b89c2-ab9d-470b-97ae-8b0ddd2ea29c,"""2017-08-04T08:08:34.523Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-12T11:59:17.000Z""","""2017-06-08T10:19:18.000Z""",50,JW_0023,50.968616,5.603966
9005b7c6-8041-495b-a783-1b205d15f3d1,"""2017-08-04T08:41:44.244Z""",1,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-12T11:59:17.000Z""","""2017-06-08T10:19:18.000Z""",50,JW_0023,50.968616,5.603966
74d92be2-5785-4962-b07d-1365992ee794,"""2017-08-01T11:29:39.356Z""",1,Phasianus colchicus,Common Pheasant,male,adult,NA,"""2017-05-10T10:14:04.000Z""","""2017-06-07T07:29:28.000Z""",50,JW_0024,50.975153,5.629723
8ca6be17-383a-4997-ad1f-6a62ebbc3553,"""2017-08-01T11:53:24.597Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
fc66ac5a-2a7a-48b9-922e-e52fdf845ce6,"""2017-08-01T11:53:33.882Z""",1,Capreolus capreolus,western roe deer,Not specified,infant,NA,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
27db2ed4-56c8-4f49-9d84-a3d6e953fc22,"""2017-08-01T11:54:46.211Z""",1,Capreolus capreolus,western roe deer,female,adult,Observing/Investigating camera trap,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
85c7dd36-8a74-42cc-b9e3-fc55199fc03e,"""2017-08-01T11:54:10.815Z""",1,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
42961ea0-d023-4114-8886-74b16bdad341,"""2017-08-01T11:54:26.785Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
0a927b3d-83e9-4342-b1ed-279de0de5f3e,"""2017-08-01T11:55:16.272Z""",1,Capreolus capreolus,western roe deer,Not specified,adult,NA,"""2017-05-12T10:47:34.000Z""","""2017-06-08T14:19:24.000Z""",50,JW_0026,50.98298541,5.572409614
9b60eea1-61f3-48b6-9100-3bfe7b5bb4fa,"""2017-08-01T11:58:05.442Z""",2,Parus major,Great Tit,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
a42b2de4-d488-4f0c-b492-c57bdbfbc122,"""2017-08-01T12:06:42.200Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
dcb76b9a-c2b0-4766-867a-f6ea06f8342e,"""2017-08-01T12:06:51.555Z""",1,Capreolus capreolus,western roe deer,unknown,infant,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
dcfcbd43-958d-4ff1-96d8-e75c8789ef79,"""2017-08-01T12:06:08.698Z""",1,Parus major,Great Tit,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
bfcae10c-0a4d-44e6-88da-6a0fefddeffa,"""2017-08-01T12:07:24.955Z""",1,Capreolus capreolus,western roe deer,female,adult,Observing/Investigating camera trap,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
90b64f0f-718f-4534-aff4-eeb62386f72d,"""2017-08-01T12:09:06.006Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
b03eb32a-a5c9-4caa-bcb9-901bbeb82557,"""2017-08-01T12:08:03.939Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
6295d27e-cea7-4453-8780-f50b72eec7d2,"""2017-08-01T12:05:14.900Z""",10,Sus scrofa,wild boar,Not specified,infant,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
50d4f6ec-5264-4c47-8cac-a54cf7e851a0,"""2017-08-01T12:04:33.890Z""",2,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
b134c882-e9e2-4900-86ad-b26e7370743c,"""2017-08-01T12:12:59.246Z""",5,Sus scrofa,wild boar,Not specified,infant,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
d86a1942-7f2f-4787-9e73-389db854458b,"""2017-08-01T12:12:07.718Z""",1,Sus scrofa,wild boar,female,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
e79e66ba-752b-42e0-a3a0-4d81244aece9,"""2017-08-01T12:13:22.197Z""",7,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
51d2c5ba-7a6c-459b-9a88-3f23d3a66aa5,"""2017-08-01T12:13:58.479Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
e3188c46-97f3-4371-85eb-75141a28d617,"""2017-08-01T12:14:01.770Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
4fffeaa7-f149-4919-98f1-da700858c750,"""2017-08-01T12:09:20.618Z""",1,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-12T10:26:21.000Z""","""2017-06-08T14:46:31.000Z""",50,JW_0027,50.98200922,5.583353664
7f2a8852-8a9b-4f80-ace8-13ed5b75b982,"""2017-08-01T12:16:32.823Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-10T14:57:05.000Z""","""2017-06-08T07:18:06.000Z""",50,JW_0028,50.984605,5.620026
37ca5643-1410-4748-a776-3d7092f982fd,"""2017-08-01T12:16:43.343Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T14:57:05.000Z""","""2017-06-08T07:18:06.000Z""",50,JW_0028,50.984605,5.620026
1ccc0cbc-a150-4c50-b951-25ef84988916,"""2017-08-01T12:15:46.137Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-10T14:57:05.000Z""","""2017-06-08T07:18:06.000Z""",50,JW_0028,50.984605,5.620026
6bcc27b9-376c-49c0-a81c-a9c6365d75c9,"""2017-08-01T12:15:57.754Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-10T14:57:05.000Z""","""2017-06-08T07:18:06.000Z""",50,JW_0028,50.984605,5.620026
7fa94fe5-9c48-4b70-abf4-6e8a68bbd3b4,"""2017-08-01T12:25:48.326Z""",3,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
82ace296-2a8f-4881-8575-a05417ba79da,"""2017-08-01T12:30:53.596Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
8d47fcdb-a7c2-48f1-8d3f-7c985ee30740,"""2017-08-01T12:31:10.440Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
3834f232-080a-493c-8dad-e31b2f64202e,"""2017-08-01T12:24:46.627Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
fccd7ac0-5f99-452f-8cbb-0a4eea873197,"""2017-08-01T12:31:46.748Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
29bf8e8d-9704-44fb-b9d7-0f1005bd173d,"""2017-08-01T12:32:30.156Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
83e0705a-b5c2-480a-8e00-198f3de70b0b,"""2017-08-01T12:32:46.793Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
bc841457-e463-4c9d-a087-e2cb47df785e,"""2017-08-01T12:31:29.875Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
7676535e-d23b-4a4e-a7b4-126356bf7c68,"""2017-08-01T12:26:09.273Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
d5e75b0a-72bb-42ad-9f68-b186ba20a851,"""2017-08-01T12:33:12.590Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
8ef0cf40-fd5a-462e-9adf-662e35a0301b,"""2017-08-01T12:35:02.016Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
53a3b153-6e39-4e9e-8e10-4c71f19be226,"""2017-08-01T12:34:13.453Z""",2,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
778ea8e7-22d4-4951-9364-1e7ec640c6e6,"""2017-08-01T12:35:22.566Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
99299af2-b7fc-4b72-b87a-07c935e73b92,"""2017-08-01T12:35:53.111Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
228280e1-dc6c-4e44-a98e-71d10db686ed,"""2017-08-01T12:34:41.220Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
f68a9e10-3b3a-4b02-a033-1a70819090cd,"""2017-08-01T12:34:27.082Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
72cba644-8d4c-47b7-81d6-cfe7b74fa98b,"""2017-08-01T12:36:26.060Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
040e0282-c8a7-409e-8449-0fc877ce1b97,"""2017-08-01T12:37:44.409Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
233a472e-864c-4ed0-add9-63b287a1aa7d,"""2017-08-01T12:37:03.845Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
dc9cb13a-7a14-476a-88da-694ce0ec8e10,"""2017-08-01T12:37:58.019Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
bce947de-8405-4447-af24-4e74d3111855,"""2017-08-01T12:37:34.559Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
951871e2-f923-4d55-9b04-2b3808a3f1a8,"""2017-08-01T12:38:21.570Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
f0fbdae6-162e-4da9-afef-0d4b6fea7a5f,"""2017-08-01T12:38:37.968Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
312b172b-b496-4093-90b3-c8068809f837,"""2017-08-01T12:38:58.388Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
95bac496-5a06-469c-9514-5490703fb559,"""2017-08-01T12:39:24.816Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
2d1a345a-a1df-4a0d-a2ad-670973b1f48c,"""2017-08-01T12:39:34.549Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
6aeaa2c1-0f5f-495b-9751-c85e8061653f,"""2017-08-01T12:39:51.101Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
9530a494-68cb-47ce-a0ec-72201df8f197,"""2017-08-01T12:40:18.870Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
e210fb47-bd20-4c93-9f63-4c71b2852219,"""2017-08-01T12:40:29.078Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
2174714c-e267-476f-a5e3-a750910092f6,"""2017-08-01T12:40:34.306Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
8236e0b9-7bd0-48d3-b1bc-e5760ef2031b,"""2017-08-01T12:40:53.978Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T08:44:22.000Z""","""2017-06-07T08:47:38.000Z""",50,JW_0029,50.98256901,5.644912553
c9d3b46f-a5f8-43ac-beed-fcb8061a5870,"""2017-08-01T12:41:44.303Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-10T13:07:13.000Z""","""2017-06-07T09:09:54.000Z""",50,JW_0030,50.976593,5.652765
c44a2763-d857-4424-8d99-1924d1491890,"""2017-08-01T13:11:35.131Z""",3,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
0ff43bd6-ce40-4f21-b89b-aa9c69747920,"""2017-08-01T13:12:14.963Z""",3,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
764fd2e3-bbaf-41d2-94cb-87ba489a9968,"""2017-08-01T13:16:21.501Z""",1,Capreolus capreolus,western roe deer,female,Not specified,Browsing,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
b5b5e5d5-602d-436c-b9dc-5b18597c173f,"""2017-08-01T13:15:47.264Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
2b210866-37b9-4ea0-8573-1c410748b01e,"""2017-08-01T13:15:50.398Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
5341388d-13e9-4c27-9d8c-eca926543cba,"""2017-08-01T13:16:42.828Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
f864e32f-c3e6-474b-b473-9cb894ff9cd2,"""2017-08-01T13:16:33.476Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
c11e1653-4c89-49f8-8b29-11a9ff51e8f4,"""2017-08-01T13:15:11.124Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
a6158783-ac37-4ba9-b0c1-2d4f43727308,"""2017-08-01T13:17:20.490Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
3aabd84f-a28d-4416-97b2-c9c6e7d0a59e,"""2017-08-01T13:17:00.493Z""",1,Martes foina,Beech Marten,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
70506b05-4df6-47f5-b88b-8caf53343aed,"""2017-08-01T13:17:41.700Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
4050bb20-7280-4ac9-8800-4162b61383fe,"""2017-08-01T13:18:04.778Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
8c75cfc6-a3dd-45c4-b15b-9574532c3948,"""2017-08-01T13:18:35.994Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
917080fb-b16a-446d-9758-c27b3a2f8a8b,"""2017-08-01T13:19:16.558Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
ef7b558d-be45-4c8d-8bfc-7b650633cda8,"""2017-08-01T13:19:26.427Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
7e7e9d86-4ebb-4446-87d7-daf249faab55,"""2017-08-01T13:18:27.442Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
ae231b00-d4e9-4161-b3b0-1ce8046da6b1,"""2017-08-01T13:19:01.927Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
4511aa76-90a6-4233-b1aa-92d917b5ddb1,"""2017-08-01T13:19:54.601Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-10T13:56:45.000Z""","""2017-06-08T08:21:20.000Z""",50,JW_0032,50.98945162,5.651316999
8bb950b1-ef88-4f6f-a53e-dcef8e114ff4,"""2017-08-01T13:36:09.626Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
91ed4e9b-9f87-4b16-8629-ff013884bb22,"""2017-08-01T13:36:36.497Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
ed25227d-82b9-4c1f-b18b-9e472778f9cf,"""2017-08-01T13:36:22.199Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
89e7b1af-b53c-4f43-88bf-e91295ec30e0,"""2017-08-01T13:37:24.731Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
5f33c1ed-b691-4ed8-b48d-35212fabb00f,"""2017-08-01T13:37:37.765Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
3ad701f1-5b03-465f-8889-f73f814e4fe9,"""2017-08-01T13:37:01.480Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
39505a1c-5d7e-4f65-a056-1ccec8be1c27,"""2017-08-01T13:37:14.444Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
9cd6e0b6-223e-4019-bb5f-ca1ad7fa4a16,"""2017-08-01T13:38:00.189Z""",1,Sus scrofa,wild boar,female,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
c1d8ec9a-d6d0-43cd-8fb6-a69874822335,"""2017-08-01T13:38:09.199Z""",2,Sus scrofa,wild boar,Not specified,infant,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
24e06d78-0455-4dae-848c-41e9affc28d7,"""2017-08-01T13:42:46.637Z""",1,Sus scrofa,wild boar,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
5694014e-9129-41f7-9e9b-8e3f217b03a4,"""2017-08-01T13:42:54.959Z""",4,Sus scrofa,wild boar,Not specified,infant,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
5e60c953-f273-493a-a020-8d34318926d5,"""2017-08-01T13:37:47.710Z""",1,Vulpes vulpes,Red Fox,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
cbf69591-7dcf-417d-bb63-0789eca740f0,"""2017-08-01T13:42:32.273Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
2d8a2b35-1655-4235-9316-33d4f46ebd64,"""2017-08-01T13:43:35.536Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
ed000647-c87a-4550-a031-a1b1504290a4,"""2017-08-01T13:38:22.918Z""",1,Sus scrofa,wild boar,Not specified,adult,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
6c8be9a3-eb8f-41ab-aad7-186670187cf1,"""2017-08-01T13:38:32.090Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
8ab60d38-36f1-42a4-8d06-681c53474474,"""2017-08-01T13:43:23.113Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-09T12:29:26.000Z""","""2017-06-06T10:57:53.000Z""",50,JW_0033,50.99255267,5.664504656
