observationID,observationTimestamp,animalCount,animalScientificName,animalVernacularName,animalSex,animalAge,animalBehavior,deploymentStart,deploymentEnd,deploymentCameraHeight,deploymentSamplingPoint,deploymentLatitude,deploymentLongitude
38ae58a4-cab5-48da-be3c-f4d4c909f6d5,"""2017-06-29T11:28:27.199Z""",2,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-08T12:49:49.000Z""","""2017-06-05T12:31:20.000Z""",50,JW_0005,50.92737724,5.613994055
3aca0c26-d8b0-4a9d-b0fd-c5acd2d49b06,"""2017-06-29T11:28:44.261Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T12:49:49.000Z""","""2017-06-05T12:31:20.000Z""",50,JW_0005,50.92737724,5.613994055
75040bb4-95ec-4c2d-b2ed-2421773de288,"""2017-06-29T11:29:01.681Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T12:49:49.000Z""","""2017-06-05T12:31:20.000Z""",50,JW_0005,50.92737724,5.613994055
b8664139-6e33-4c1a-b637-1a8e25fc8f65,"""2017-06-29T11:53:05.598Z""",1,Capreolus capreolus,western roe deer,unknown,adult,NA,"""2017-05-08T11:34:20.000Z""","""2017-06-05T09:59:21.000Z""",50,JW_0006,50.92245122,5.634845205
a9c68cb6-7c9c-438e-b29a-bc35df1c4ae5,"""2017-06-29T11:53:27.389Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T11:34:20.000Z""","""2017-06-05T09:59:21.000Z""",50,JW_0006,50.92245122,5.634845205
c13310d7-c0c0-402b-97d4-7ffe416444b5,"""2017-10-16T20:18:05.725Z""",1,Capreolus capreolus,western roe deer,female,adult,Browsing,"""2017-05-08T11:34:20.000Z""","""2017-06-05T09:59:21.000Z""",50,JW_0006,50.92245122,5.634845205
a9432e9d-2184-40fe-978b-338be2dbb409,"""2017-06-29T11:54:02.402Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T11:34:20.000Z""","""2017-06-05T09:59:21.000Z""",50,JW_0006,50.92245122,5.634845205
d26d1a25-4c43-45db-be66-20f582ddd18b,"""2017-06-29T11:53:44.374Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-08T11:34:20.000Z""","""2017-06-05T09:59:21.000Z""",50,JW_0006,50.92245122,5.634845205
50667641-c57c-4a69-8483-cff04e9aa9b9,"""2017-06-29T12:04:01.102Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
16dccde5-9947-4dc0-855d-06d0ec620a2f,"""2017-06-29T12:04:27.008Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,Browsing,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
9ce77bd9-6404-4d3b-ba2e-3ec2837d2a4d,"""2017-06-29T12:04:55.470Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
87264a9d-ebdc-4c68-8ac3-a3ed68009ac8,"""2017-06-29T12:04:43.814Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
43227472-b6d8-4190-8273-d72871200cb6,"""2017-06-29T12:08:22.243Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
04002f44-d8f4-4996-9359-7df2c8d2962c,"""2017-06-29T12:08:10.363Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
3d60e1c3-9e5a-4dca-aa34-d106fb2d1845,"""2017-06-29T12:07:27.121Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
6e82be14-546d-4b30-b7f0-546c4c0ae8b8,"""2017-06-29T12:07:58.319Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
726c8757-6d38-4daf-a142-66deba290c20,"""2017-06-29T12:08:52.317Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
7b342264-44ae-4c5e-a021-5f6d3cbdf278,"""2017-06-29T12:07:14.703Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
bb2648e9-790d-46d5-b96e-a5f9f0638932,"""2017-06-29T12:09:03.162Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
d7bffdbe-af2a-4b22-b25d-e9d50abd2465,"""2017-06-29T12:10:46.155Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
229ce119-6f32-4867-be1c-8326ca7c18ca,"""2017-06-29T12:11:59.197Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-08T10:05:29.000Z""","""2017-06-05T07:39:05.000Z""",50,JW_0007,50.92582812,5.645615403
6acd73f0-d814-4f15-a1ac-fe0b3915d1b5,"""2017-06-29T12:18:53.863Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T14:48:50.000Z""","""2017-06-09T14:53:53.000Z""",50,JW_0008,50.94036918,5.615588689
7f8ac98a-360d-4f77-ba4a-132f08e50dce,"""2017-06-29T12:19:52.167Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-11T14:48:50.000Z""","""2017-06-09T14:53:53.000Z""",50,JW_0008,50.94036918,5.615588689
fb0eecca-3e15-41c8-9e3f-78eb5595fce6,"""2017-06-29T12:22:04.081Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T14:48:50.000Z""","""2017-06-09T14:53:53.000Z""",50,JW_0008,50.94036918,5.615588689
3b96425a-a0dd-4c08-b345-dcb8c4d85d16,"""2017-06-29T12:22:27.357Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T14:48:50.000Z""","""2017-06-09T14:53:53.000Z""",50,JW_0008,50.94036918,5.615588689
a80e9c84-f3cd-44b6-bb8d-b3353ce8b313,"""2017-06-29T12:22:17.151Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-11T14:48:50.000Z""","""2017-06-09T14:53:53.000Z""",50,JW_0008,50.94036918,5.615588689
51e8d81a-f013-4e82-8182-4f0ff470e068,"""2017-06-29T12:29:07.673Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
c1588742-8d84-4995-8511-d9c3b82dd7ce,"""2017-06-29T12:30:54.634Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
41ef8441-08e1-4ebb-9fc0-ba1d0aba5116,"""2017-06-29T12:29:28.327Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
4a747d09-8af7-4716-a6a1-3eedc1c15459,"""2017-06-29T12:30:34.109Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
0965d355-d34b-413f-945a-f5b1807f5785,"""2017-06-29T12:30:21.298Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
f288077e-6526-42ff-944d-6d215acce7a8,"""2017-06-29T12:31:34.428Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,Observing/Investigating camera trap,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
bb7a2f01-fa34-48b5-9da0-db6c8d875c6f,"""2017-06-29T12:32:53.236Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
a079c06a-e07d-4481-9fd1-2fd0348477b4,"""2017-06-29T12:32:05.589Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
3cccaf98-185f-46a1-8e8f-52b7fd119b09,"""2017-06-29T12:31:14.844Z""",1,Capreolus capreolus,western roe deer,female,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
9808f320-64ce-4e37-ae96-b9175bec0a69,"""2017-06-29T12:31:49.206Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
95372a58-1d10-4379-9392-7a1f365a755f,"""2017-06-29T12:29:52.849Z""",1,Vulpes vulpes,Red Fox,unknown,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
1b606862-dd2d-4566-a3e9-832cf579bc5b,"""2017-06-29T12:33:19.258Z""",1,Sus scrofa,wild boar,unknown,Not specified,NA,"""2017-05-08T13:26:16.000Z""","""2017-06-05T11:16:47.000Z""",50,JW_0009,50.93466323,5.628815807
d6763b0d-84cc-407b-859a-391bf21375d2,"""2017-06-29T12:45:07.291Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-11T15:07:37.000Z""","""2017-06-09T15:07:53.000Z""",50,JW_0011,50.94187,5.620652
72fa63b0-128f-4c78-b9ba-6294de4806b3,"""2017-06-29T12:46:35.469Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-11T15:07:37.000Z""","""2017-06-09T15:07:53.000Z""",50,JW_0011,50.94187,5.620652
e3917464-abff-4bbd-91b2-6851fa134f3d,"""2017-06-29T12:49:39.343Z""",1,Capreolus capreolus,western roe deer,female,Not specified,"Observing/Investigating camera trap, Browsing","""2017-05-11T15:07:37.000Z""","""2017-06-09T15:07:53.000Z""",50,JW_0011,50.94187,5.620652
938478da-0084-424c-8780-398b4901f4b5,"""2017-06-29T12:50:36.268Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T15:07:37.000Z""","""2017-06-09T15:07:53.000Z""",50,JW_0011,50.94187,5.620652
31116148-36ef-4582-b25e-58a08de7660a,"""2017-06-29T13:03:20.160Z""",1,Capreolus capreolus,western roe deer,male,adult,Browsing,"""2017-05-11T11:56:56.000Z""","""2017-06-09T12:08:34.000Z""",50,JW_0012,50.948227,5.64044
be6d2cf0-bcb8-4ce3-83ac-0f9670d07b14,"""2017-06-29T13:06:53.893Z""",1,Capreolus capreolus,western roe deer,unknown,Not specified,NA,"""2017-05-11T11:56:56.000Z""","""2017-06-09T12:08:34.000Z""",50,JW_0012,50.948227,5.64044
46dbd8cc-ba76-44ee-bbba-8ce357e1cc95,"""2017-06-29T13:11:23.476Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T11:56:56.000Z""","""2017-06-09T12:08:34.000Z""",50,JW_0012,50.948227,5.64044
1e7e6b2a-0423-44e8-88dd-cc62aa14ebf3,"""2017-07-31T12:33:41.781Z""",1,Capreolus capreolus,western roe deer,female,adult,NA,"""2017-05-11T10:59:41.000Z""","""2017-06-09T11:05:56.000Z""",50,JW_0013,50.94237772,5.652024727
88698c10-0743-4aa0-a260-9a5efa91fa06,"""2017-07-31T12:40:51.049Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T10:59:41.000Z""","""2017-06-09T11:05:56.000Z""",50,JW_0013,50.94237772,5.652024727
c637ded1-ec20-4685-b4f4-95f8c40adad0,"""2017-07-31T12:42:20.077Z""",1,Capreolus capreolus,western roe deer,male,Not specified,Observing/Investigating camera trap,"""2017-05-11T10:59:41.000Z""","""2017-06-09T11:05:56.000Z""",50,JW_0013,50.94237772,5.652024727
36f057b5-ff59-4cb2-804c-57018366992f,"""2017-07-31T12:41:32.386Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T10:59:41.000Z""","""2017-06-09T11:05:56.000Z""",50,JW_0013,50.94237772,5.652024727
c761a2a2-5744-4da5-a498-f35c4aca7c46,"""2017-08-01T07:21:45.873Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
55865c0b-ca75-4e6f-ba64-c4ce381e4bdf,"""2017-08-01T07:22:10.968Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
e64c50b3-f2ec-4b08-8c19-ab5ab21c0b56,"""2017-08-01T07:23:41.077Z""",1,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
3dcd7310-de03-4bea-8187-d2b6da365364,"""2017-08-01T07:24:36.098Z""",1,Equus caballus,Horse,Not specified,Not specified,Observing/Investigating camera trap,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
ecf70bd2-9e6c-4ae7-b894-b809568a3e84,"""2017-08-01T07:28:45.576Z""",1,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
482b882f-fbf4-4f77-9931-e828e5033764,"""2017-08-01T07:42:54.814Z""",1,Turdus merula,Eurasian Blackbird,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
67807080-f9a2-4e81-a9b5-aabe42f9be76,"""2017-08-01T07:34:43.348Z""",1,Equus caballus,Horse,Not specified,Not specified,Observing/Investigating camera trap,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
f75a9f4a-01ac-491d-9bf8-62a3468a30d8,"""2017-08-01T07:43:34.753Z""",1,Turdus merula,Eurasian Blackbird,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
c62121ba-07c8-485c-8c3d-7970c50bdf36,"""2017-08-01T07:49:28.943Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
9ebb1440-6796-4bb4-b02c-b838440e4635,"""2017-08-01T07:48:55.236Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,Resting,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
2caa5f4d-be21-4a79-96d2-9d03173c1ccb,"""2017-08-01T07:49:41.121Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
b2e36775-f039-4575-af6f-c0bbcd80d370,"""2017-08-01T07:54:14.917Z""",1,Turdus merula,Eurasian Blackbird,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
e3d73501-4740-4067-b418-68accdb565dc,"""2017-08-01T07:52:37.222Z""",1,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
35327938-a47e-403c-9707-0d563632762e,"""2017-08-01T07:55:22.725Z""",3,Equus caballus,Horse,Not specified,adult,Observing/Investigating camera trap,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
10d93475-7278-4c8f-bb14-0bc9c1d6dff4,"""2017-08-01T07:57:00.313Z""",2,Equus caballus,Horse,Not specified,Not specified,Observing/Investigating camera trap,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
a0c34d11-b06c-4218-90bc-ebe48760663a,"""2017-08-01T07:58:25.281Z""",1,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
c2e83af5-a1aa-429d-b0e2-5baa0295a82f,"""2017-08-01T07:58:40.455Z""",2,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
77f6a039-2fd1-4230-bb9a-7d45e4773b89,"""2017-08-01T07:59:52.698Z""",1,Capreolus capreolus,western roe deer,male,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
42ae0460-b956-4351-bdbe-7c75c75a5f66,"""2017-08-01T08:02:23.483Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
5d8642c1-0294-4e56-9aa8-2937f7214e77,"""2017-08-01T08:03:32.092Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
5bc6d342-0199-4ba0-88dd-de483aca8691,"""2017-08-01T08:04:08.820Z""",1,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:32:23.000Z""","""2017-06-09T13:10:37.000Z""",50,JW_0014,50.959722,5.624681
327b6b6b-866e-4ad2-bc19-ac4b10ac2048,"""2017-08-01T08:09:24.199Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T09:57:04.000Z""","""2017-06-05T18:28:39.000Z""",50,JW_0016,50.96059865,5.659361491
e289b3c7-047a-4d3d-8a6d-462c721f2196,"""2017-08-01T08:10:10.367Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T09:57:04.000Z""","""2017-06-05T18:28:39.000Z""",50,JW_0016,50.96059865,5.659361491
b5692990-691f-412a-a0e9-f790e4cc981c,"""2017-08-01T08:10:41.155Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T09:57:04.000Z""","""2017-06-05T18:28:39.000Z""",50,JW_0016,50.96059865,5.659361491
d6a45327-1b7a-4aa0-8c5f-002fc71754bf,"""2017-08-01T08:09:48.330Z""",1,Capreolus capreolus,western roe deer,Not specified,infant,NA,"""2017-05-11T09:57:04.000Z""","""2017-06-05T18:28:39.000Z""",50,JW_0016,50.96059865,5.659361491
62aaddeb-7cad-4521-b4e2-6141efee5fc1,"""2017-08-01T08:11:06.347Z""",1,Capreolus capreolus,western roe deer,Not specified,Not specified,NA,"""2017-05-11T09:57:04.000Z""","""2017-06-05T18:28:39.000Z""",50,JW_0016,50.96059865,5.659361491
90e75d9d-26d0-43c0-a7b6-6856128802f6,"""2017-08-01T08:14:26.695Z""",1,Capreolus capreolus,western roe deer,male,adult,NA,"""2017-05-11T13:05:20.000Z""","""2017-06-09T12:47:41.000Z""",50,JW_0015,50.957277,5.63772
9aa44a7a-40d9-4080-b8b4-9700993d1c36,"""2017-08-01T08:16:58.227Z""",5,Equus caballus,Horse,Not specified,Not specified,NA,"""2017-05-11T13:05:20.000Z""","""2017-06-09T12:47:41.000Z""",50,JW_0015,50.957277,5.63772
